sex,old,education,work_year,work_month,work_industry,work_kind,work_class,comp_type,contract_term,contract_paper,time_regular,time_is,time_week_offi,time_over,income_when,income_type,income_bonus,income,force,jobin_1,jobin_2,jobin_3,jobin_4,jobin_5,jobin_6,jobin_7,jobin_8,jobin_9,skill_2,skill_3,train,certificate,marriage,religion,wave_month,wave_date,wave_year,seoul,satisfy,tenure,sum_welfare
Male,36,University,1992,1,Building,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,No,Month,Year,No,480.0,No,Good,Good,Good,Good,Good,Good,Good,Good,Good,High,Useful,Not Train,No Certificate,Single,No,4,18,2009,No Seoul,1,211.0,10
Male,46,High School,2001,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,130.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Useful,Not Train,No Certificate,Single,No,6,12,2009,Seoul,0,94.0,0
Female,39,High School,2009,4,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,55.0,Yes,Month,Month,No,200.0,No,Good,Good,Good,Good,Good,Normal,Good,Good,Good,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,7,31,2009,No Seoul,0,4.0,0
Female,46,Middle School,2000,11,Retail,Sale,Regular Worker,Private Company,Limited,Received,Regular,Yes,30.0,Yes,Month,Month,No,70.0,Unknown,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useless,Not Train,No Certificate,"Separation, Divorce, Died",Yes,8,17,2009,Seoul,0,107.0,0
Male,41,University,2009,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,Unknown,350.0,Unknown,Bad,Good,Normal,Normal,Very Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,6,4,2009,Seoul,1,5.0,5
Female,19,High School,2009,3,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Week,Week,No,40.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Training,No Certificate,Single,No,4,20,2009,Seoul,0,2.0,0
Male,32,University,2005,3,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,Yes,372.0,Yes,Good,Good,Normal,Good,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Did Train,Yes Certificate,Married,No,9,4,2009,Seoul,1,55.0,10
Male,62,University,2003,1,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,130.0,No,Good,Good,Good,Normal,Good,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,4,10,2009,Seoul,1,76.0,3
Male,35,University,2004,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,220.0,Yes,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,10,2009,Seoul,0,64.0,6
Male,26,College,2008,1,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,48.0,Yes,Month,Month,No,250.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Useful,Not Train,No Certificate,Single,Yes,10,6,2009,Seoul,1,21.0,6
Male,49,Under Elementary School,2006,7,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,50.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,4,30,2009,Seoul,0,34.0,1
Male,27,High School,2006,7,Computing Data,Skill,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,46.0,Yes,Month,Month,No,150.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,10,20,2009,Seoul,0,40.0,2
Male,32,University,2002,2,Building,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,55.0,Yes,Month,Year,No,235.0,No,Bad,Good,Good,Good,Bad,Good,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,6,11,2009,Seoul,1,90.0,4
Female,28,University,2008,4,Retail,Officer,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Month,No,160.0,No,Normal,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,18,2009,Seoul,1,13.0,6
Female,41,University,2009,3,Retail,Sale,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,Yes,130.0,No,Bad,Normal,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,16,2009,Seoul,1,3.0,1
Male,42,High School,2004,10,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,180.0,No,Bad,Normal,Bad,Normal,Bad,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,4,14,2009,Seoul,1,55.0,1
Female,35,University,2007,9,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,300.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,4,2009,Seoul,0,20.0,0
Female,32,High School,2008,9,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Good,Normal,Bad,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,4,24,2009,Seoul,1,8.0,2
Male,42,"Master, Doctor",2006,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,Yes,800.0,Yes,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Did Train,No Certificate,Married,No,5,21,2009,Seoul,1,41.0,10
Female,49,High School,2008,3,Retail,Officer,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,10,5,2009,Seoul,0,19.0,0
Male,29,University,2008,4,Building,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,45.0,No,Month,Year,Unknown,300.0,No,Good,Normal,Good,Normal,Normal,Good,Good,Good,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,19,2009,Seoul,0,13.0,3
Male,28,College,2006,1,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Month,No,170.0,No,Bad,Good,Good,Good,Good,Bad,Normal,Good,Bad,Suit,Very Useful,Not Train,No Certificate,Single,No,4,19,2009,Seoul,1,40.0,8
Male,39,High School,2006,6,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,300.0,No,Normal,Good,Good,Normal,Normal,Normal,Good,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,9,5,2009,Seoul,0,40.0,3
Female,39,University,2008,11,Computing Data,Expert,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,Yes,330.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Normal,Suit,Very Useful,Did Train,Yes Certificate,Single,No,5,5,2009,Seoul,1,6.0,7
Male,35,University,2005,10,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,5,25,2009,No Seoul,0,44.0,0
Male,35,University,2006,8,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,No,Month,Month,Yes,400.0,No,Normal,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Very Bad,Suit,Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,9,12,2009,Seoul,0,38.0,2
Male,27,University,2009,1,Building,Semi Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,150.0,No,Normal,Normal,Good,Good,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,5,3,2009,Seoul,0,4.0,0
Male,32,University,2005,8,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Year,Yes,285.0,No,Normal,Normal,Good,Good,Bad,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,9,12,2009,Seoul,1,50.0,7
Female,52,High School,2008,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,130.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Very Bad,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",Yes,7,17,2009,Seoul,0,15.0,0
Male,26,College,2006,2,Retail,Sale,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,180.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,No,4,26,2009,Seoul,0,39.0,1
Male,24,College,2008,3,Retail,Sale,Regular Worker,Corporation,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,150.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,4,26,2009,Seoul,0,14.0,1
Male,51,Under Elementary School,2000,3,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Day,No,160.0,No,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,9,28,2009,Seoul,0,117.0,0
Male,40,University,2008,6,Building,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,Yes,540.0,Yes,Good,Very Good,Good,Good,Good,Very Good,Normal,Normal,Good,Suit,Very Useful,Did Train,No Certificate,Married,No,5,5,2009,Seoul,0,11.0,7
Male,54,Middle School,2007,9,Building,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,120.0,Unknown,Bad,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Married,Yes,5,20,2009,Seoul,0,21.0,1
Male,22,University,2009,3,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,66.0,Yes,Month,Month,No,120.0,No,Normal,Good,Good,Good,Bad,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,No,5,11,2009,Seoul,1,2.0,1
Male,29,University,2008,11,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,Unknown,170.0,No,Normal,Normal,Good,Normal,Normal,Good,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,No,5,8,2009,Seoul,0,6.0,3
Female,24,College,2008,11,Retail,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,20.0,No,Normal,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Very Low,Useless,Not Train,No Certificate,Single,No,5,6,2009,Seoul,0,6.0,0
Female,20,College,2008,11,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Whenever,Time,No,40.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,No,5,6,2009,Seoul,0,6.0,0
Female,49,College,2007,6,Retail,Work,Regular Worker,Private Company,Limited,Received,Regular,Yes,30.0,Yes,Month,Month,No,85.0,No,Normal,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,23,2009,Seoul,1,24.0,2
Female,41,High School,2007,11,Retail,Officer,Temporary Worker,Private Company,Limited,Received,Regular,Yes,27.0,Yes,Month,Time,No,90.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,25,2009,Seoul,0,19.0,2
Male,35,University,2004,6,Computing Data,Semi Expert,Regular Worker,Private Company,Unlimited,Received,Regular,No,43.5062369009892,Unknown,Month,Year,No,270.0,No,Bad,Good,Good,Good,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,6,9,2009,Seoul,1,61.0,3
Male,43,Middle School,2003,9,Retail,Work,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Week,Day,No,75.0,No,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Normal,Bad,Suit,Useful,Not Train,No Certificate,Married,No,4,10,2009,Seoul,0,68.0,1
Female,36,High School,2008,9,Retail,Sale,Temporary Worker,Private Company,Unlimited,Received,Regular,Yes,35.0,Yes,Month,Month,No,100.0,Unknown,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,Yes,8,6,2009,Seoul,0,11.0,2
Female,52,Middle School,2006,9,Retail,Sale,Regular Worker,Private Company,Limited,Received,Regular,Yes,40.0,Yes,Month,Month,No,110.0,Yes,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,6,1,2009,Seoul,0,33.0,1
Male,76,Under Elementary School,2001,2,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,56.0,No,Bad,Good,Bad,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,5,12,2009,No Seoul,0,101.0,1
Male,49,High School,2004,3,Building,Work,Day Worker,Freelancer,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Day,Day,No,100.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Very Useless,Not Train,No Certificate,Single,Yes,5,7,2009,No Seoul,0,63.0,1
Male,28,High School,2008,6,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,No,100.0,No,Bad,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Single,Yes,4,11,2009,Seoul,0,10.0,0
Male,29,University,2008,4,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Month,No,280.0,Yes,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Single,No,8,2,2009,Seoul,1,16.0,7
Female,24,College,2007,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,120.0,No,Good,Good,Good,Normal,Normal,Normal,Good,Good,Bad,Low,Useful,Not Train,No Certificate,Single,Yes,5,29,2009,No Seoul,1,22.0,0
Male,26,University,2008,10,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,45.0,Yes,Month,Month,No,96.0,No,Bad,Normal,Bad,Normal,Normal,Bad,Bad,Bad,Bad,Low,Useless,Not Train,No Certificate,Single,No,5,24,2009,No Seoul,1,8.0,0
Male,52,Middle School,2001,8,Retail,Work,Regular Worker,Private Company,Limited,Received,Regular,Yes,48.0,Yes,Month,Month,No,100.0,No,Normal,Good,Good,Good,Good,Normal,Good,Normal,Normal,Low,Useful,Not Train,No Certificate,Married,No,5,14,2009,Seoul,1,95.0,4
Male,28,University,2007,9,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,160.0,No,Normal,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,No,8,1,2009,No Seoul,1,23.0,2
Male,35,College,2008,8,Building,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Week,Month,Yes,400.0,No,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,No,5,17,2009,No Seoul,0,10.0,7
Male,34,University,2003,3,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,60.0,Yes,Month,Month,No,250.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,8,23,2009,No Seoul,0,79.0,0
Male,37,University,2000,11,Retail,Officer,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Year,Yes,240.0,No,Normal,Normal,Good,Normal,Normal,Good,Normal,Very Bad,Normal,Suit,Very Useful,Did Train,No Certificate,Married,No,8,14,2009,Seoul,0,107.0,7
Female,29,University,2005,4,Computing Data,Expert,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,No,Month,Month,No,130.0,No,Normal,Normal,Good,Good,Good,Normal,Normal,Normal,Normal,Low,Useful,Not Train,No Certificate,Single,No,7,5,2009,No Seoul,1,52.0,2
Male,54,High School,1977,3,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,40.0,Yes,Week,Day,No,100.0,No,Normal,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Useful,Not Train,No Certificate,Married,Yes,7,16,2009,No Seoul,0,394.0,1
Male,32,University,2004,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,54.0,Yes,Month,Month,No,160.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Very Useful,Not Train,No Certificate,Single,No,5,7,2009,No Seoul,0,61.0,5
Male,26,High School,2005,8,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,Yes,40.0,Yes,Month,Month,No,70.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Low,Useless,Not Train,No Certificate,Single,Yes,7,5,2009,No Seoul,0,48.0,1
Female,52,Under Elementary School,2006,10,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Month,No,40.0,No,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Suit,Useless,Not Train,No Certificate,Married,Yes,7,5,2009,No Seoul,0,34.0,1
Male,26,High School,2007,12,Retail,Work,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,100.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Useful,Not Train,No Certificate,Single,Yes,7,5,2009,No Seoul,0,19.0,1
Female,45,Under Elementary School,2001,10,Building,Skill,Temporary Worker,Private Company,Unlimited,Not Received,Irregular,Yes,20.0,Yes,Month,Day,No,50.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,Married,Yes,5,9,2009,No Seoul,0,93.0,0
Male,29,University,2005,11,Building,Expert,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,Yes,Month,Year,Yes,400.0,No,Good,Good,Good,Good,Very Good,Good,Good,Good,Good,Suit,Very Useful,Did Train,No Certificate,Married,Yes,6,9,2009,Seoul,1,44.0,11
Male,54,High School,2004,7,Building,Skill,Day Worker,Private Company,Unlimited,Not Received,Irregular,No,43.5062369009892,Unknown,Month,Day,No,300.0,No,Good,Good,Good,Normal,Normal,Normal,Normal,Normal,Normal,Suit,Very Useful,Not Train,No Certificate,"Separation, Divorce, Died",No,5,26,2009,No Seoul,0,60.0,1
Female,47,High School,2007,12,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,100.0,No,Good,Normal,Normal,Normal,Normal,Good,Normal,Normal,Normal,Suit,Useful,Did Train,No Certificate,Married,No,6,4,2009,No Seoul,0,18.0,2
Female,21,University,2008,5,Retail,Officer,Day Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,20.0,No,Bad,Bad,Bad,Normal,Normal,Bad,Bad,Bad,Bad,Low,Useless,Not Train,No Certificate,Single,No,4,24,2009,No Seoul,0,12.0,0
Female,42,High School,2008,5,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,Yes,100.0,No,Normal,Normal,Good,Normal,Bad,Normal,Good,Normal,Bad,Suit,Very Useful,Not Train,No Certificate,Married,No,4,21,2009,No Seoul,0,12.0,1
Male,32,College,2005,3,Building,Work,Day Worker,Private Company,Unlimited,Not Received,Regular,Yes,48.0,Yes,Month,Month,No,200.0,No,Bad,Bad,Bad,Bad,Good,Good,Good,Normal,Normal,Suit,Useful,Not Train,No Certificate,Married,No,8,2,2009,No Seoul,1,54.0,1
Female,30,University,2006,3,Computing Data,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,45.0,Yes,Month,Month,No,100.0,No,Bad,Normal,Normal,Bad,Normal,Bad,Bad,Bad,Bad,Low,Useful,Not Train,No Certificate,Single,Yes,7,5,2009,No Seoul,0,41.0,3
Female,33,University,2009,1,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,40.0,Yes,Month,Year,No,400.0,Unknown,Good,Good,Good,Good,Good,Good,Good,Good,Good,Suit,Very Useful,Not Train,No Certificate,Married,No,5,30,2009,Seoul,1,5.0,3
Male,33,University,2005,11,Building,High Official,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,40.0,No,Month,Month,No,360.0,No,Normal,Normal,Normal,Normal,Bad,Normal,Normal,Normal,Normal,Suit,Very Useful,Did Train,No Certificate,Married,No,4,25,2009,No Seoul,0,42.0,9
Female,26,University,2008,1,Retail,Officer,Regular Worker,Private Company,Unlimited,Not Received,Regular,Yes,50.0,Yes,Month,Month,No,110.0,No,Bad,Good,Normal,Normal,Good,Normal,Normal,Normal,Normal,Low,Very Useless,Not Train,No Certificate,Single,No,5,31,2009,No Seoul,1,17.0,3
Male,45,University,2005,8,Building,Work,Temporary Worker,Private Company,Unlimited,Not Received,Regular,Yes,55.0,Yes,Month,Month,No,200.0,No,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Low,Useless,Not Train,No Certificate,Married,No,5,17,2009,No Seoul,1,46.0,1
Male,47,Middle School,1991,8,Building,Skill,Day Worker,Freelancer,Unlimited,Not Received,Irregular,Yes,30.0,Yes,Day,Day,No,100.0,No,Bad,Bad,Normal,Bad,Bad,Bad,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,No,7,28,2009,No Seoul,0,219.0,0
Female,45,High School,2003,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Received,Regular,Yes,53.0,Yes,Month,Month,No,100.0,No,Bad,Normal,Bad,Bad,Normal,Normal,Normal,Bad,Bad,Suit,Useful,Not Train,No Certificate,Married,No,7,28,2009,No Seoul,0,73.0,1
Male,24,High School,2004,8,Retail,Sale,Regular Worker,Private Company,Unlimited,Not Received,Regular,No,43.5062369009892,Unknown,Month,Month,No,200.0,No,Bad,Normal,Normal,Good,Normal,Normal,Normal,Normal,Normal,Suit,Useless,Not Train,No Certificate,Single,No,7,4,2009,No Seoul,0,60.0,2
